name,quantity,quantity_unit,price,subcat,match_subcat,cat_name,brand,avg_price,gender,gender_2,store,type_brand
Eau de toilette hombre GestoFrasco,100,ml,5.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Gesto,5.5,Male,Male,Mercadona,Brand
Eau de toilette hombre IkiruFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Ikiru,8,Male,Male,Mercadona,Brand
Eau de toilette hombre SesgoFrasco,100,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Sesgo,9,Male,Male,Mercadona,Brand
Eau de cologne hombre BrummelFrasco,250,ml,9.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Brummel,3.98,Male,Male,Mercadona,Brand
Eau de toilette hombre Pacha Ibiza PsicodelicFrasco,50,ml,6.7,Perfume y colonia,Perfume,Cuidado facial y corporal,Psicodelic,13.4,Male,Male,Mercadona,Brand
Eau de toilette hombre Antonio Banderas Blue seductionFrasco,200,ml,18.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Antonio Banderas,9.47,Male,Male,Mercadona,Brand
Eau de parfum hombre ÉlFrasco,100,ml,10,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,10,Male,Male,Mercadona,NA
Mini eau de parfum hombre Flor de Mayo MisteryFrasco,25,ml,1.7,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.8,Male,Male,Mercadona,Brand
Eau de toilette hombre Misty Wood Esencia vitalFrasco,100,ml,3.8,Perfume y colonia,Perfume,Cuidado facial y corporal,Misty Wood,3.8,Male,Male,Mercadona,Brand
Eau de toilette hombre Misty Wood Bosque místicoFrasco,100,ml,3.8,Perfume y colonia,Perfume,Cuidado facial y corporal,Misty Wood,3.8,Male,Male,Mercadona,Brand
Eau de toilette hombre Capítulo MarinoFrasco,200,ml,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo,3.75,Male,Male,Mercadona,Brand
Eau de parfum hombre My Soul for himFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,12,Male,Male,Mercadona,Brand
Eau de toilette hombre Criterio EgoFrasco,100,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Ego,9,Male,Male,Mercadona,Brand
Eau de parfum hombre Blue ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Blue Shine,11,Male,Male,Mercadona,Brand
Eau de parfum hombre Como Tú Extratime A DayFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Male,Male,Mercadona,Brand
Eau de parfum hombre My Soul Supreme for himFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,11,Male,Male,Mercadona,Brand
Eau de parfum hombre Borealia ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,11,Male,Male,Mercadona,NA
Eau de parfum hombre My Soul Enchanted for himFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,12,Male,Male,Mercadona,Brand
Eau de parfum hombre Verissime Spirit for himFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Verissime,11,Male,Male,Mercadona,Brand
Eau de parfum hombre Verissime Style for himFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Verissime,11,Male,Male,Mercadona,Brand
Eau de cologne hombre Jacq'sFrasco,200,ml,5.9,Perfume y colonia,Perfume,Cuidado facial y corporal,Jacq's,2.95,Male,Male,Mercadona,Brand
Eau de parfum hombre Cosmic ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,11,Male,Male,Mercadona,NA
Eau de parfum hombre My Soul GlacierFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,12,Male,Male,Mercadona,Brand
Eau de parfum hombre Selk ToujoursFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Selk,8,Male,Male,Mercadona,Brand
Eau de toilette hombre Adidas Champions StarFrasco,50,ml,6.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Adidas,13,Male,Male,Mercadona,Brand
Eau de parfum hombre My Soul Soirée for himFrasco,100,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,14,Male,Male,Mercadona,Brand
Extrait de parfum CuirFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Extrait de parfum MetalFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Extrait de parfum VelourFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Eau de parfum hombre Como Tú RebelFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Male,Male,Mercadona,Brand
Eau de parfum hombre Como Tú EnciendeFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,7,Male,Male,Mercadona,Brand
Eau de parfum hombre Como Tú Extratime LikesFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Male,Male,Mercadona,Brand
Mini eau de parfum hombre Flor de Mayo OdysseyFrasco,48,ml,2.9,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.04,Male,Male,Mercadona,Brand
Lote hombre Bustamante Muy míoCaja,1,ud,9.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Muy mío,9.5,Male,Male,Mercadona,Brand
Lote hombre CrossmenCaja,1,ud,10.95,Perfume y colonia,Perfume,Cuidado facial y corporal, Crossmen,10.95,Male,Male,Mercadona,Brand
Lote hombre Borealia ShineCaja,1,ud,11.5,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,11.5,Male,Male,Mercadona,NA
Lote corporal hombre Axe Dark Temptation,1,ud,12,Perfume y colonia,Perfume,Cuidado facial y corporal,Axe,12,Male,Male,Mercadona,Brand
Lote hombre Capítulo FougèreCaja,1,ud,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo,9,Male,Male,Mercadona,Brand
Lote hombre Selk Virtual NeónCaja,1,ud,8.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Selk,8.5,Male,Male,Mercadona,Brand
Lote hombre Capítulo AmaderadoCaja,1,ud,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo,9,Male,Male,Mercadona,Brand
Lote hombre Bustamante Muy mío sportCaja,1,ud,9.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Muy mío,9.95,Male,Male,Mercadona,Brand
Lote hombre Adidas Champions StarCaja,1,ud,13.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Adidas,13.95,Male,Male,Mercadona,Brand
Lote hombre Como tú Fuerza,1,ud,10.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Como tú,10.5,Male,Male,Mercadona,Brand
Colonia corporal infantil Disney Minnie MouseBote,200,ml,4,Perfume y colonia,Perfume,Cuidado facial y corporal,Disney,2,Non-Male,Non-Male,Mercadona,Brand
Colonia corporal infantil Marvel SpidermanBote,200,ml,4,Perfume y colonia,Perfume,Cuidado facial y corporal,Marvel,2,Non-Male,Non-Male,Mercadona,Brand
Lote bebé DeliplusCaja,1,ud,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,8,Non-Male,Non-Male,Mercadona,Housebrand
Lote infantil Marvel SpidermanCaja,1,ud,11.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Marvel,11.5,Non-Male,Non-Male,Mercadona,Brand
Lote infantil Disney Frozen BeautyCaja,1,ud,11.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Disney,11.5,Non-Male,Non-Male,Mercadona,Brand
Lote infantil NarutoCaja,1,ud,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Naruto,7,Non-Male,Non-Male,Mercadona,Brand
Lote infantil Peppa PigCaja,1,ud,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Peppa Pig,9,Non-Male,Non-Male,Mercadona,Brand
Lote infantil Sonic The HedgehogCaja,1,ud,7,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,7,Non-Male,Non-Male,Mercadona,NA
Lote infantil Disney Minnie MouseCaja,1,ud,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Disney,7.5,Non-Male,Non-Male,Mercadona,Brand
Lote cosmética infantil Unicorn make up case Color Up,1,ud,7,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,7,Non-Male,Non-Male,Mercadona,NA
Lote infantil MagicalCaja,1,ud,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,7.5,Non-Male,Non-Male,Mercadona,NA
Lote cosmética infantil Color Up,1,ud,12,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,12,Non-Male,Non-Male,Mercadona,NA
Lote infantil Nerf,1,ud,9,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,9,Non-Male,Non-Male,Mercadona,NA
Neceser Unicorn pequeño,1,ud,4,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,4,Non-Male,Non-Male,Mercadona,NA
Protector solar infantil Sun Med FPS 50+Spray,250,ml,7.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,3,Non-Male,Non-Male,Mercadona,NA
Crema protección solar infantil FPS 50+ Sun Med para pieles sensibles y atópicasBote,200,ml,5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,2.5,Non-Male,Non-Male,Mercadona,NA
Crema protección solar infantil FPS 50+ Sun Med para pieles sensibles y atópicasBote,75,ml,3,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,4,Non-Male,Non-Male,Mercadona,NA
Crema protección solar Deliplus FPS 50+Bote,200,ml,5.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,2.75,Non-Male,Non-Male,Mercadona,Housebrand
Crema protección solar Deliplus FPS 50+Bote,100,ml,4,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,4,Non-Male,Non-Male,Mercadona,Housebrand
Protector solar Sensitive advanced Delial FPS 50+Spray,270,ml,13.45,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,4.98,Non-Male,Non-Male,Mercadona,NA
Protector solar niños bruma Denenes Ecran FPS 50Spray,250,ml,13.1,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,5.24,Non-Male,Non-Male,Mercadona,NA
Protector solar niños Sensitive advanced Delial FPS 50+Spray,270,ml,13.95,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,5.17,Non-Male,Non-Male,Mercadona,NA
Protector solar bruma Sport Aqua Ecran FPS 50Spray,250,ml,14.1,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,5.64,Non-Male,Non-Male,Mercadona,NA
Protector solar protege e hidrata Nivea FPS 50+Bote,400,ml,16.95,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Nivea,4.24,Non-Male,Non-Male,Mercadona,Brand
Aceite protector solar Deliplus FPS 50+ resistente al aguaBote,200,ml,5.2,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,2.6,Non-Male,Non-Male,Mercadona,Housebrand
Crema protección solar facial Deliplus FPS 50+Bote,50,ml,6,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,12,Non-Male,Non-Male,Mercadona,Housebrand
Protector solar bruma facial Delial FPS 50Spray,75,ml,8.9,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,11.87,Non-Male,Non-Male,Mercadona,NA
Crema facial con color BB cream FPS 50+ Delial tono medioBote,50,ml,9.9,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,19.8,Non-Male,Non-Male,Mercadona,NA
Crema protección solar facial con color Deliplus FPS 50Bote,50,ml,6,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,12,Non-Male,Non-Male,Mercadona,Housebrand
Stick protector solar facial & zonas sensibles Deliplus FPS 50Paquete,1,ud,5.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,5.5,Non-Male,Non-Male,Mercadona,Housebrand
Crema protección solar Deliplus FPS 30Bote,200,ml,4.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,2.25,Non-Male,Non-Male,Mercadona,Housebrand
Protector labial Deliplus FPS 15Paquete,1,ud,1.9,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,1.9,Non-Male,Non-Male,Mercadona,Housebrand
Mousse autobronceadora transparente corporal DeliplusBote,210,ml,7.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,3.57,Non-Male,Non-Male,Mercadona,Housebrand
Guante aplicador autobronceador DeliplusPaquete,1,ud,6,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,6,Non-Male,Non-Male,Mercadona,Housebrand
Toallitas autobronceadoras Deliplus monodosisCaja,6,ud,4,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,0.67,Non-Male,Non-Male,Mercadona,Housebrand
Aftersun leche corporal Ecran hidratante y reparadoraBote,400,ml,6.75,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,1.69,Non-Male,Non-Male,Mercadona,NA
Aftersun gel con aloe vera DeliplusBote,400,ml,3.5,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,Deliplus,0.88,Non-Male,Non-Male,Mercadona,Housebrand
Fluido protección solar facial Delial FPS50+ super uvBote,40,ml,12.95,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,32.38,Non-Male,Non-Male,Mercadona,NA
Aceite bruma protectora Sunnique Ecran FPS 30+Spray,250,ml,12.4,Protector solar y aftersun,Protector solar y aftersun,Cuidado facial y corporal,NA,4.96,Non-Male,Non-Male,Mercadona,NA
Pack Trimmer KCG Perfect Style Kit,1,ud,29.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,29.99,Male,Male,Clarel,Brand
"GilletteLabs Recambios de Máquina, 4 Recambios",1,ud,22.49,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,22.49,Male,Male,Clarel,Brand
Máquina de Afeitar Con Barra Exfoliante GilletteLabs,1,ud,19.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,19.99,Male,Male,Clarel,Brand
Pack Neceser Fusion5 4 Recambios + Gel Fusion 200Ml,200,ml,21.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,10.99,Male,Male,Clarel,Brand
Recortador de barba GILLETTE King C,1,ud,34.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,34.99,Male,Male,Clarel,Brand
Maquinilla Mach3 Start + 2 cargadores Gillette 1 ud,1,ud,9.450000000000001,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,9.45,Male,Male,Clarel,Brand
Hojas de afeitar de doble filo GILLETTE King C,1,ud,4.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,4.99,Male,Male,Clarel,Brand
Maquinilla + cuchillas de afeitar King C de GILLETETE 5 uds,5,ud,19.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,4,Male,Male,Clarel,Brand
Máquina Fusion Proglide Manual GILLETTE 2 uds,2,ud,13.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,7,Male,Male,Clarel,Brand
WILKINSON Hydro5 sensitive maquinilla de afeitar blíster 1 ud,1,ud,5.59,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,5.59,Male,Male,Clarel,Brand
Maquinilla de afeitar WILKINSON sensitive recambio blíster 4 uds,4,ud,12.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,3.25,Male,Male,Clarel,Brand
Recambio Fusion Manual GILLETTE 8 uds,8,ud,32.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,4.12,Male,Male,Clarel,Brand
Perfilador corporal JATA cortefácil cerámico para hombre 1 ud,1,ud,25.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,JATA,25.99,Male,Male,Clarel,Brand
Maquinilla de Afeitar de Bambú WILKINSON,1,ud,8.39,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,8.39,Male,Male,Clarel,Brand
Recambio Máquina de Afeitar BULLDOG,1,ud,12.49,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,BULLDOG,12.49,Male,Male,Clarel,Brand
Máquina de Afeitar de Bammbú BULLDOG,1,ud,12.49,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,BULLDOG,12.49,Male,Male,Clarel,Brand
Hojas de afeitar WILKINSON Sword classic blíster 5 uds,5,ud,3.29,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,0.66,Male,Male,Clarel,Brand
Maquinilla de afeitar BONTE recargable 5 hojas blíster 1 ud,1,ud,3.9899999999999998,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,BONTE,3.99,Male,Male,Clarel,Housebrand
Recargador maquinilla extraible WILKINSON 5 uds,5,ud,3.5,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,0.7,Male,Male,Clarel,Brand
Maquinilla Proshield GILLETTE 1 ud,1,ud,14.5,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,14.5,Male,Male,Clarel,Brand
Maquinilla depilatoria de cuerpo GILETTE 1 ud,1,ud,5.7,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,5.7,Male,Male,Clarel,Brand
Maquinilla de afeitar recambio GILLETTE Mach3 blíster 4 uds,4,ud,12.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,3.25,Male,Male,Clarel,Brand
Maquinilla de afeitar GILLETTE recambio blíster 3 uds,3,ud,17.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,6,Male,Male,Clarel,Brand
Maquinilla de afeitar GILLETTE blíster 1 ud,1,ud,7.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,7.99,Male,Male,Clarel,Brand
Maquinilla fusion Proglide GILLETTE 4 uds,4,ud,20.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,5.25,Male,Male,Clarel,Brand
Maquinilla de afeitar GILLETTE recambio blíster 2 uds,2,ud,5.6499999999999995,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,2.82,Male,Male,Clarel,Brand
Maquinilla desechable Blue II fija GILLETTE 15+5 ud,5,ud,8.19,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,1.64,Male,Male,Clarel,Brand
Cargador Fusion GILLETTE 4 uds,4,ud,17.49,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,4.37,Male,Male,Clarel,Brand
Maquinilla de afeitar fusión GILLETTE 1 ud,1,ud,12.99,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,12.99,Male,Male,Clarel,Brand
Maquinilla recambio WILKINSON sword quattro blíster 4 uds,4,ud,10.49,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,WILKINSON,2.62,Male,Male,Clarel,Brand
Maquinilla de afeitar sensitive LEA 1 ud,1,ud,3.16,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,LEA,3.16,Male,Male,Clarel,Brand
Maquinilla de afeitar GILLETTE Mach3 start recambio blíster 4 uds,4,ud,7.95,Afeitado-Maquinillas y hojas de afeitar ,Afeitado,Hombre,GILLETTE,1.99,Male,Male,Clarel,Brand
Máquina Desechable Blue Ii Maximum Gillete 8+2 Ud,2,ud,8.99,Afeitado-Maquinillas desechables ,Afeitado,Hombre,GILLETTE,4.5,Male,Male,Clarel,Brand
Maquinilla desechable Blue 3 VENUS 14+2 ud,2,ud,16.99,Afeitado-Maquinillas desechables ,Afeitado,Hombre,GILLETTE,8.49,Male,Male,Clarel,Brand
Maquinilla de afeitar BONTE desechable 3 hojas 6 uds,6,ud,2.79,Afeitado-Maquinillas desechables ,Afeitado,Hombre,BONTE,0.47,Male,Male,Clarel,Housebrand
Maquinilla desechable BONTE 2 hojas cabezal basculante 10 uds,10,ud,2.29,Afeitado-Maquinillas desechables ,Afeitado,Hombre,BONTE,0.23,Male,Male,Clarel,Housebrand
Maquinilla desechable afeitar LEA 20 uds,20,ud,3.5,Afeitado-Maquinillas desechables ,Afeitado,Hombre,LEA,0.17,Male,Male,Clarel,Brand
Maquinilla desechable WILKINSON Sword extra sensitive 10 + 10 uds,10,ud,6.6899999999999995,Afeitado-Maquinillas desechables ,Afeitado,Hombre,WILKINSON,0.67,Male,Male,Clarel,Brand
Maquinilla desechable WILKINSON extreme sensitive bolsa 8+8 uds,8,ud,12.39,Afeitado-Maquinillas desechables ,Afeitado,Hombre,WILKINSON,1.55,Male,Male,Clarel,Brand
Espuma de Afeitar Línea Protective Proraso 300 ml,300,ml,3.4899999999999998,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,PRORASO,1.16,Male,Male,Clarel,Brand
Crema de Afeitar Línea Protective Proraso 150 ml,150,ml,3.19,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,PRORASO,2.13,Male,Male,Clarel,Brand
Crema Pre Afeitado Línea Protective Proraso 100 ml,100,ml,4.29,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,PRORASO,4.29,Male,Male,Clarel,Brand
Crema De Afeitar Con Brocha Lea 150 G,150,g,1.75,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,LEA,1.17,Male,Male,Clarel,Brand
Jabón De Afeitar Barra Lea 50 Gr,50,g,1.6,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,LEA,3.2,Male,Male,Clarel,Brand
Espuma De Afeitar mini Lea 100 ml,100,ml,1.5,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,LEA,1.5,Male,Male,Clarel,Brand
GilletteLabs Gel de Afeitar Con Espuma Rápida,1,ud,4.99,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,GILLETTE,4.99,Male,Male,Clarel,Brand
Set de afeitado + Sillón barbero vintage Pokhara 1 ud,1,ud,15.99,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,POKHARA,15.99,Male,Male,Clarel,Brand
crema de afeitar clear definer LEA formato viaje tubo 75 ml,75,ml,3.2,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,LEA,4.27,Male,Male,Clarel,Brand
Gel Gillette Fusión Piel sensible 200 ml,200,ml,5.99,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,GILLETTE,3,Male,Male,Clarel,Brand
Gel Gillette Series efecto hielo 200 ml,200,ml,4.49,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,GILLETTE,2.24,Male,Male,Clarel,Brand
Espuma de afeitar hidratante WILLIAMS 200 ml,200,ml,3.4899999999999998,"Afeitado-Espuma, gel y crema afeitar ",Afeitado,Hombre,WILLIAMS,1.75,Male,Male,Clarel,Brand
