name,quantity,quantity_unit,price,subcat,match_subcat,cat_name,brand,avg_price,gender,gender_2,store,type_brand
Compresa con alas super Deliplus CottonPaquete,28,ud,3.07,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.11,Non-Male,Non-Male,Mercadona,Housebrand
Copa menstrual íntima talla M DeliplusCaja,1,ud,8.51,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,8.51,Non-Male,Non-Male,Mercadona,Housebrand
Copa menstrual íntima talla L DeliplusCaja,1,ud,8.51,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,8.51,Non-Male,Non-Male,Mercadona,Housebrand
Compresa sin alas de incontinencia Deliplus Maxi NightPaquete,10,ud,3.3,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.33,Non-Male,Non-Male,Mercadona,Housebrand
Compresa sin alas normal Evax cotton likePaquete,20,ud,2.85,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Evax,0.14,Non-Male,Non-Male,Mercadona,Brand
Protegeslip normal Deliplus SuaveCaja,72,ud,1.85,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.03,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip y compresa 2 en 1 Deliplus SuaveCaja,24,ud,1.65,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.07,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip maxi Deliplus SuaveCaja,60,ud,2.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.04,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip normal EvaxCaja,70,ud,3.5,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Evax,0.05,Non-Male,Non-Male,Mercadona,Brand
Protegeslip normal plegado Deliplus SuaveCaja,28,ud,1.51,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.05,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip Cotton flexiform Carefree regular + tangaCaja,30,ud,2.05,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Carefree,0.07,Non-Male,Non-Male,Mercadona,Brand
Protegeslip ultrafino Deliplus FreshCaja,34,ud,1.23,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.04,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip tanga Deliplus FreshCaja,30,ud,1.28,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.04,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip micro Deliplus FreshCaja,44,ud,2,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.05,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip de incontinencia Deliplus pequeñoCaja,34,ud,3.1,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.09,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip normal Deliplus DryCaja,70,ud,2.1,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.03,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip maxi Deliplus DryCaja,60,ud,2.5,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.04,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip normal Deliplus CottonCaja,30,ud,1.7,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.06,Non-Male,Non-Male,Mercadona,Housebrand
Protegeslip maxi Deliplus CottonCaja,28,ud,1.8,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.06,Non-Male,Non-Male,Mercadona,Housebrand
Tampones super Tampax Compak con aplicadorCaja,32,ud,5.75,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.18,Non-Male,Non-Male,Mercadona,Brand
Tampones super Deliplus con aplicador compactoCaja,32,ud,2.98,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.09,Non-Male,Non-Male,Mercadona,Housebrand
Tampones super plus Tampax Compak con aplicadorCaja,26,ud,5.75,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.22,Non-Male,Non-Male,Mercadona,Brand
Tampones regular Deliplus con aplicador compactoCaja,32,ud,2.98,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.09,Non-Male,Non-Male,Mercadona,Housebrand
Tampones regular Tampax Compak con aplicadorCaja,34,ud,5.75,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.17,Non-Male,Non-Male,Mercadona,Brand
Tampones super Tampax Pearl con aplicadorCaja,24,ud,5.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.22,Non-Male,Non-Male,Mercadona,Brand
Tampones regular Tampax Pearl con aplicadorCaja,24,ud,5.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.22,Non-Male,Non-Male,Mercadona,Brand
Tampones super plus Tampax Pearl con aplicadorCaja,24,ud,5.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tampax,0.22,Non-Male,Non-Male,Mercadona,Brand
Tampones super plus Deliplus con aplicador compactoCaja,28,ud,2.98,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.11,Non-Male,Non-Male,Mercadona,Housebrand
Tampones mini Deliplus con aplicador compactoCaja,20,ud,1.9,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.1,Non-Male,Non-Male,Mercadona,Housebrand
Tampones regular Deliplus 100% algodónCaja,18,ud,2.55,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.14,Non-Male,Non-Male,Mercadona,Housebrand
Tampones super Deliplus 100% algodónCaja,18,ud,2.55,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.14,Non-Male,Non-Male,Mercadona,Housebrand
Tampones super plus Deliplus 100% algodónCaja,15,ud,2.55,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.17,Non-Male,Non-Male,Mercadona,Housebrand
Protector cama tamaño 60 x 90 cm DeliplusPaquete,20,ud,8.5,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.42,Non-Male,Non-Male,Mercadona,Housebrand
Pañal adulto braguita talla M Deliplus Pants plusPaquete,14,ud,10.8,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.77,Non-Male,Non-Male,Mercadona,Housebrand
Pañal adulto braguita talla L Deliplus Pants PlusPaquete,14,ud,11.95,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.85,Non-Male,Non-Male,Mercadona,Housebrand
Compresa de incontinencia Tena masculinaCaja,10,ud,4.05,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Tena,0.4,Non-Male,Non-Male,Mercadona,Brand
Pañal adulto talla M DeliplusPaquete,20,ud,13.55,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.68,Non-Male,Non-Male,Mercadona,Housebrand
Pañal adulto talla G DeliplusPaquete,20,ud,14.8,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.74,Non-Male,Non-Male,Mercadona,Housebrand
Toallitas íntimas cuidado diario DeliplusPaquete,25,ud,1.3,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.05,Non-Male,Non-Male,Mercadona,Housebrand
Toallitas íntimas cuidado diario DeliplusPaquete,12,ud,0.85,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.07,Non-Male,Non-Male,Mercadona,Housebrand
Toallitas íntimas cuidado diario Deliplus monodosisCaja,20,sobres,1.8,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,NA,Non-Male,Non-Male,Mercadona,Housebrand
Gel de higiene íntima DeliplusBote,500,ml,1.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.25,Non-Male,Non-Male,Mercadona,Housebrand
Gel de higiene íntima hidratante DeliplusBote,500,ml,2.25,Higiene íntima,Higiene íntima,Cuidado facial y corporal,Deliplus,0.45,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas top coat efecto gel Deliplus,6621,ud,3.15,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas base 9 en 1 Deliplus vitaminada y alisadora,1,ud,2.95,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.95,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas endurecedor Deliplus,1,ud,3.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,3.5,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas aceite vitamínico Deliplus,1,ud,3.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,3.5,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas gotas secantes Deliplus,1,ud,2.95,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.95,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas gel brillo top coat Deliplus secado rápido,1,ud,2.95,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.95,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas manicura francesa Deliplus 01 blanco punta,1,ud,2.75,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.75,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas manicura francesa Deliplus 03 rosa,1,ud,2.75,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.75,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas manicura francesa Deliplus 06 blanco,1,ud,2.75,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.75,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas y cutículas Sérum SOS Deliplus,1,ud,3.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,3.5,Non-Male,Non-Male,Mercadona,Housebrand
Tratamiento para uñas base brillo Deliplus,671,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas efecto gel Deliplus 160 nude,1,ud,2.65,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.65,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas efecto gel Deliplus 242 azul tinta,1,ud,2.65,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.65,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas efecto gel Deliplus 243 nude beige,1,ud,2.65,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.65,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas efecto gel Deliplus 661 rojo,1,ud,2.65,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.65,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 15 perla rosada,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 18 suave peonia,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 20 rosa magnético,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 31 negro místico,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 39 dulce fresa,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 61 fucsia,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 74 transparente destellos,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 76 rosa medio,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 77 teja,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 78 rojo,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas alto brillo Deliplus 80 mostaza,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas Rose Quartz Deliplus 208 mauve,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Laca de uñas Rose Quartz Deliplus 209 rose,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.5,Non-Male,Non-Male,Mercadona,Housebrand
Quitaesmalte con acetona DeliplusBote,200,ml,1.15,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0.58,Non-Male,Non-Male,Mercadona,Housebrand
Quitaesmalte acetona pura DeliplusBote,200,ml,1.7,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0.85,Non-Male,Non-Male,Mercadona,Housebrand
Quitaesmalte 0% acetona DeliplusBote,200,ml,1.35,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0.68,Non-Male,Non-Male,Mercadona,Housebrand
Lima esmeril para uñas DeliplusPaquete,10,ud,1.3,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0.13,Non-Male,Non-Male,Mercadona,Housebrand
Tijera uñas DeliplusPaquete,1,ud,4.2,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,4.2,Non-Male,Non-Male,Mercadona,Housebrand
Corta cutículas DeliplusPaquete,1,ud,2.1,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Cepillo de uñas Deliplus,1,ud,1.9,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,1.9,Non-Male,Non-Male,Mercadona,Housebrand
Taco pulidor de uñas manos Deliplus,1,ud,1.9,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,1.9,Non-Male,Non-Male,Mercadona,Housebrand
Palitos de naranjo DeliplusPaquete,8,ud,1.8,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,0.22,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla de manos nutritiva SencePaquete,1,ud,2.5,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,NA,2.5,Non-Male,Non-Male,Mercadona,NA
Cortaúñas manos y pies DeliplusPaquete,1,ud,1.9,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,1.9,Non-Male,Non-Male,Mercadona,Housebrand
Lima raspador durezas pies DeliplusPaquete,1,ud,3.1,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,3.1,Non-Male,Non-Male,Mercadona,Housebrand
Alicate uñas DeliplusPaquete,1,ud,4.9,Manicura y pedicura,Manicura y Pedicura,Cuidado facial y corporal,Deliplus,4.9,Non-Male,Non-Male,Mercadona,Housebrand
Body spray citronela DeliplusBote,150,ml,1.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,1,Non-Male,Non-Male,Mercadona,Housebrand
Agua de colonia Lavanda DeliplusBotella,750,ml,2.65,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,0.35,Non-Male,Non-Male,Mercadona,Housebrand
Agua de colonia S3 Classic freshBotella,750,ml,3.4,Perfume y colonia,Perfume,Cuidado facial y corporal,Classic fresh,0.45,Non-Male,Non-Male,Mercadona,Brand
Agua de colonia Heno de Pravia OriginalBotella,780,ml,3.3,Perfume y colonia,Perfume,Cuidado facial y corporal,Heno de Pravia,0.42,Non-Male,Non-Male,Mercadona,Brand
Eau de toilette mujer Deliplus Magic chicFrasco,300,ml,2.35,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,0.78,Female,Non-Male,Mercadona,Housebrand
Eau de parfum mujer Rose NudeFrasco,100,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Rose Nude,9,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer ElecciónFrasco,100,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Elección,9,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer 960 Sport waterFrasco,200,ml,3.9,Perfume y colonia,Perfume,Cuidado facial y corporal,960,1.95,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer Prêt à PorterFrasco,50,ml,6.1,Perfume y colonia,Perfume,Cuidado facial y corporal,Prêt à Porter,12.2,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú AmorFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,7,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer Chanson d'EauFrasco,200,ml,7.95,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,3.98,Female,Non-Male,Mercadona,NA
Eau de toilette mujer Pacha Ibiza PsicodelicFrasco,50,ml,6.7,Perfume y colonia,Perfume,Cuidado facial y corporal,Psicodelic,13.4,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer IkiruFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Ikiru,8,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer ComplicityFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Complicity,8,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer VuelaFrasco,100,ml,3.8,Perfume y colonia,Perfume,Cuidado facial y corporal,Vuela,3.8,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer Adidas Fruity rhythmFrasco,75,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Adidas,12,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer EllaFrasco,100,ml,9,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,9,Female,Non-Male,Mercadona,NA
Eau de toilette mujer SoploFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Soplo,7,Female,Non-Male,Mercadona,Brand
Eau de toilette mujer Capítulo FloralFrasco,200,ml,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo Floral,3.75,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer My Soul for herFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,12,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Blue ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Blue Shine,11,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú Extratime A DayFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer My Soul Supreme for herFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,11,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Borealia ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,11,Female,Non-Male,Mercadona,NA
Eau de parfum mujer Verissime Bright for herFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Verissime,11,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Verissime Touch for herFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Verissime,11,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Cosmic ShineFrasco,100,ml,11,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,11,Female,Non-Male,Mercadona,NA
Mini eau de parfum mujer Flor de Mayo Ms MisteryFrasco,25,ml,1.7,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.8,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer My Soul EnchantedFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,My Soul,12,Female,Non-Male,Mercadona,Brand
Body spray Sweet Poppy DeliplusBote,200,ml,3,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,1.5,Non-Male,Non-Male,Mercadona,Housebrand
Body spray Blue Waves DeliplusBote,200,ml,3,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,1.5,Non-Male,Non-Male,Mercadona,Housebrand
Body spray Tea Breeze DeliplusBote,200,ml,3,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,1.5,Non-Male,Non-Male,Mercadona,Housebrand
Eau de parfum mujer Éclat ShineFrasco,100,ml,12,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,12,Female,Non-Male,Mercadona,NA
Eau de toilette Monogotas cocoFrasco,100,ml,4,Perfume y colonia,Perfume,Cuidado facial y corporal,Monogotas,4,Non-Male,Non-Male,Mercadona,Brand
Eau de toilette Monogotas vainillaFrasco,100,ml,4,Perfume y colonia,Perfume,Cuidado facial y corporal,Monogotas,4,Non-Male,Non-Male,Mercadona,Brand
Eau de toilette Monogotas lavandaFrasco,100,ml,4,Perfume y colonia,Perfume,Cuidado facial y corporal,Monogotas,4,Non-Male,Non-Male,Mercadona,Brand
Eau de toilette mujer Capítulo ChypreFrasco,200,ml,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo,3.75,Female,Non-Male,Mercadona,Brand
Agua de colonia Fresca DeliplusBotella,750,ml,2.65,Perfume y colonia,Perfume,Cuidado facial y corporal,Deliplus,0.35,Non-Male,Non-Male,Mercadona,Housebrand
Mini eau de parfum mujer Flor de Mayo Shiny Cup CakeFrasco,50,ml,3.3,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.6,Female,Non-Male,Mercadona,Brand
Extrait de parfum VieFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Extrait de parfum ÁmbarFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Extrait de parfum PetalsFrasco,50,ml,14,Perfume y colonia,Perfume,Cuidado facial y corporal,Extrait,28,Non-Male,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú SinfoníaFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú GoldFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú Extratime LikesFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú EnciendeFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,7,Female,Non-Male,Mercadona,Brand
Eau de parfum mujer Como Tú AtracciónFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,8,Female,Non-Male,Mercadona,Brand
Mini eau de parfum mujer Flor de Mayo LoveFrasco,25,ml,1.7,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.8,Female,Non-Male,Mercadona,Brand
Mini eau de parfum mujer Flor de Mayo FootballFrasco,50,ml,3.3,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.6,Female,Non-Male,Mercadona,Brand
Lote mujer Capítulo OrientalCaja,1,ud,9,Perfume y colonia,Perfume,Cuidado facial y corporal,Capítulo,9,Female,Non-Male,Mercadona,Brand
Lote mujer Mr Wonderful I'm your love potionCaja,1,ud,14,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,14,Female,Non-Male,Mercadona,NA
Neceser rosa acolchado mediano Uahuu con asa,1,ud,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Uahuu,7.5,Non-Male,Non-Male,Mercadona,Brand
Neceser negro lazo mediano Uahuu,1,ud,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Uahuu,7.5,Non-Male,Non-Male,Mercadona,Brand
Neceser mediano Tokidoki con asa,1,ud,7.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Tokidoki,7.5,Non-Male,Non-Male,Mercadona,Brand
Neceser verde brillo pequeño Uahuu,1,ud,5.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Uahuu,5.5,Non-Male,Non-Male,Mercadona,Brand
Neceser fucsia grande Chupachups,1,ud,6,Perfume y colonia,Perfume,Cuidado facial y corporal,Chupachups,6,Non-Male,Non-Male,Mercadona,Brand
Lote mujer Flor de Mayo Petal DreamsCaja,1,ud,6.9,Perfume y colonia,Perfume,Cuidado facial y corporal,Flor de Mayo,6.9,Female,Non-Male,Mercadona,Brand
Lote mujer ElecciónCaja,1,ud,11,Perfume y colonia,Perfume,Cuidado facial y corporal,Elección,11,Female,Non-Male,Mercadona,Brand
Lote mujer Rose NudeCaja,1,ud,10,Perfume y colonia,Perfume,Cuidado facial y corporal,Rose Nude,10,Female,Non-Male,Mercadona,Brand
Lote mujer Éclat ShineCaja,1,ud,12,Perfume y colonia,Perfume,Cuidado facial y corporal,NA,12,Female,Non-Male,Mercadona,NA
Lote mujer Rouge seductionCaja,1,ud,14.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Rouge seduction,14.95,Female,Non-Male,Mercadona,Brand
Neceser lunares grande Snoopy con asas,1,ud,9.5,Perfume y colonia,Perfume,Cuidado facial y corporal,Snoopy,9.5,Non-Male,Non-Male,Mercadona,Brand
Eau de toilette hombre 960 Sport waterFrasco,200,ml,3.9,Perfume y colonia,Perfume,Cuidado facial y corporal,960,1.95,Male,Male,Mercadona,Brand
Eau de toilette hombre 960 Sport water acciónFrasco,200,ml,3.9,Perfume y colonia,Perfume,Cuidado facial y corporal,960,1.95,Male,Male,Mercadona,Brand
Eau de parfum hombre Como Tú FuerzaFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,7,Male,Male,Mercadona,Brand
Eau de toilette hombre Bustamante Muy míoFrasco,100,ml,6.95,Perfume y colonia,Perfume,Cuidado facial y corporal,Muy mío,6.95,Male,Male,Mercadona,Brand
Eau de cologne hombre ImpactoFrasco,200,ml,6.3,Perfume y colonia,Perfume,Cuidado facial y corporal,Impacto,3.15,Male,Male,Mercadona,Brand
Eau de parfum hombre Como Tú VientoFrasco,100,ml,7,Perfume y colonia,Perfume,Cuidado facial y corporal,Como Tú,7,Male,Male,Mercadona,Brand
Eau de toilette hombre AfánFrasco,100,ml,8,Perfume y colonia,Perfume,Cuidado facial y corporal,Afán,8,Male,Male,Mercadona,Brand
Eau de toilette hombre SpringfieldFrasco,200,ml,12.9,Perfume y colonia,Perfume,Cuidado facial y corporal,Springfield,6.45,Male,Male,Mercadona,Brand
